year,hour,temp
1957,00,-0314
1957,03,-0303
1957,06,-0309
1957,09,-0303
1957,12,-0292
1957,15,-0292
1957,18,-0314
1957,21,-0320
1958,00,-0370
1958,01,-0370
1958,02,-0370
1958,03,-0370
1958,04,-0370
1958,05,-0370
1958,06,-0364
1958,07,-0370
1958,08,-0370
1958,09,-0370
1958,10,-0364
1958,11,-0364
1958,12,-0353
1958,13,-0331
1958,14,-0331
1958,15,-0342
1958,16,-0353
1958,17,-0359
1958,18,-0364
1958,19,-0375
1958,20,-0375
1958,21,-0370
1958,22,-0375
1958,23,-0375
1959,00,-0398
1959,01,-0398
1959,02,-0398
1959,03,-0398
1959,04,-0398
1959,05,-0403
1959,06,-0398
1959,07,-0403
1959,08,-0403
1959,09,-0403
1959,10,-0403
1959,11,-0403
1959,12,-0392
1959,13,-0392
1959,14,-0403
1959,15,-0403
1959,16,-0403
1959,17,-0403
1959,18,-0398
1959,19,-0398
1959,20,-0398
1959,21,-0398
1959,22,-0409
1959,23,-0398
1960,00,-0359
1960,01,-0359
1960,02,-0364
1960,03,-0375
1960,04,-0386
1960,05,-0386
1960,06,-0381
1960,07,-0381
1960,08,-0386
1960,09,-0392
1960,10,-0386
1960,11,-0386
1960,12,-0386
1960,13,-0386
1960,14,-0386
1960,15,-0392
1960,16,-0386
1960,17,-0381
1960,18,-0386
1960,19,-0392
1960,20,-0392
1960,21,-0392
1960,22,-0392
1960,23,-0392
1961,00,-0394
1961,01,-0400
1961,02,-0400
1961,03,-0400
1961,04,-0400
1961,05,-0400
1961,06,-0400
1961,07,-0400
1961,08,-0400
1961,09,-0400
1961,10,-0400
1961,11,-0400
1961,12,-0394
1961,13,-0389
1961,14,-0394
1961,15,-0400
1961,16,-0400
1961,17,-0406
1961,18,-0411
1961,19,-0394
1961,20,-0400
1961,21,-0394
1961,22,-0389
1961,23,-0389
1962,00,-0453
1962,03,-0453
1962,06,-0459
1962,09,-0453
1962,12,-0459
1962,15,-0459
1962,18,-0459
1962,21,-0453
1963,00,-0370
1963,03,-0364
1963,06,-0375
1963,09,-0375
1963,12,-0381
1963,15,-0381
1963,18,-0381
1963,21,-0375
1964,00,-0425
1964,03,-0422
1964,06,-0420
1964,09,-0420
1964,12,-0420
1964,15,-0420
1964,18,-0425
1964,21,-0414
1965,00,-0342
1965,03,-0325
1965,06,-0331
1965,09,-0325
1965,12,-0331
1965,15,-0337
1965,18,-0348
1965,21,-0348
1966,00,-0348
1966,03,-0348
1966,06,-0364
1966,09,-0364
1966,12,-0370
1966,15,-0375
1966,18,-0381
1966,21,-0375
1967,00,-0381
1967,03,-0381
1967,06,-0392
1967,09,-0381
1967,12,-0386
1967,15,-0386
1967,18,-0392
1967,21,-0392
1968,00,-0287
1968,03,-0287
1968,06,-0287
1968,09,-0287
1968,12,-0292
1968,15,-0287
1968,18,-0309
1968,21,-0320
1969,00,-0420
1969,03,-0420
1969,06,-0420
1969,09,-0420
1969,12,-0414
1969,15,-0420
1969,18,-0414
1969,21,-0398
1970,00,-0386
1970,03,-0392
1970,06,-0398
1970,09,-0392
1970,12,-0392
1970,15,-0398
1970,18,-0398
1970,21,-0398
1971,00,-0386
1971,03,-0386
1971,06,-0381
1971,09,-0381
1971,12,-0386
1971,15,-0392
1971,18,-0392
1971,21,-0398
1972,00,-0398
1972,03,-0398
1972,06,-0409
1972,09,-0403
1972,12,-0403
1972,15,-0398
1972,18,-0381
1972,21,-0375
1973,00,-0403
1973,01,-0409
1973,02,-0403
1973,03,-0406
1973,04,-0409
1973,05,-0409
1973,06,-0409
1973,07,-0403
1973,08,-0403
1973,09,-0406
1973,10,-0409
1973,11,-0409
1973,12,-0409
1973,13,-0420
1973,14,-0414
1973,15,-0417
1973,16,-0420
1973,17,-0425
1973,18,-0425
1973,19,-0425
1973,20,-0425
1973,21,-0428
1973,22,-0425
1973,23,-0414
1974,00,-0364
1974,03,-0353
1974,06,-0364
1974,09,-0375
1974,12,-0359
1974,15,-0364
1974,18,-0398
1974,21,-0381
1975,00,-0331
1975,06,-0320
1975,12,-0325
1975,18,-0275
1976,00,-0342
1976,06,-0364
1976,12,-0364
1976,18,-0364
1977,00,-0409
1977,03,-0411
1977,06,-0414
1977,09,-0417
1977,12,-0420
1977,15,-0422
1977,18,-0414
1977,21,-0428
1978,00,-0389
1978,03,-0383
1978,06,-0356
1978,09,-0344
1978,12,-0350
1978,15,-0361
1978,18,-0344
1978,21,-0333
1979,00,-0370
1979,06,-0372
1979,12,-0389
1979,18,-0350
1980,00,-0420
1980,03,-0420
1980,06,-0406
1980,09,-0390
1980,12,-0380
1980,15,-0400
1980,18,-0410
1980,21,-0394
1981,00,-0380
1981,03,-0380
1981,06,-0380
1981,09,-0380
1981,12,-0370
1981,15,-0370
1981,18,-0370
1981,21,-0380
1982,00,-0411
1982,03,-0406
1982,06,-0406
1982,09,-0411
1982,12,-0417
1982,15,-0411
1982,18,-0417
1982,21,-0406
1983,00,-0389
1983,03,-0389
1983,06,-0378
1983,09,-0372
1983,12,-0372
1983,15,-0367
1983,18,-0356
1983,21,-0367
1984,00,-0416
1984,03,-0411
1984,06,-0394
1984,09,-0422
1984,12,-0416
1984,15,-0422
1984,18,-0427
1984,21,-0427
1985,00,-0450
1985,03,-0444
1985,06,-0450
1985,09,-0444
1985,12,-0433
1985,15,-0433
1985,18,-0427
1985,21,-0422
1986,00,-0400
1986,03,-0400
1986,06,-0405
1986,09,-0405
1986,12,-0400
1986,15,-0400
1986,18,-0400
1986,21,-0394
1987,00,-0309
1987,06,-0353
1987,18,-0325
1988,00,-0386
1988,06,-0360
1988,12,-0387
1988,18,-0407
1989,06,-0330
1989,12,-0343
1989,18,-0337
1990,00,-0399
1990,06,-0399
1990,12,-0408
1990,18,-0419
1991,06,-0284
1992,00,-0425
1992,06,-0410
1992,12,-0409
1993,00,-0404
1993,06,-0401
1993,12,-0413
1993,18,-0417
1994,00,-0420
1995,06,-0352
1995,12,-0376
1995,18,-0400
1996,00,-0338
1996,06,-0334
1996,12,-0342
1996,18,-0325
1997,06,-0405
1997,12,-0396
1998,12,-0408
1998,18,-0407
1999,00,-0367
1999,12,-0353
1999,18,-0351
2005,00,-0410
2005,01,-0410
2005,02,-0410
2005,03,-0410
2005,04,-0410
2005,05,-0410
2005,06,-0399
2005,07,-0400
2005,08,-0410
2005,09,-0410
2005,10,-0420
2005,12,-0423
2005,14,-0430
2005,15,-0430
2005,18,-0427
2005,19,-0420
2005,20,-0420
2005,21,-0430
2005,22,-0430
2005,23,-0430
2006,00,-0413
2006,01,-0410
2006,02,-0410
2006,03,-0410
2006,04,-0410
2006,05,-0410
2006,06,-0409
2006,07,-0410
2006,08,-0420
2006,09,-0410
2006,10,-0430
2006,11,-0430
2006,12,-0434
2006,13,-0430
2006,14,-0430
2006,15,-0430
2006,16,-0440
2006,17,-0430
2006,18,-0430
2006,19,-0430
2006,20,-0430
2006,21,-0420
2006,22,-0420
2006,23,-0420
2007,00,-0423
2007,01,-0400
2007,02,-0400
2007,03,-0390
2007,04,-0400
2007,06,-0401
2007,12,-0404
2007,15,-0410
2007,16,-0410
2007,17,-0420
2007,18,-0417
2007,19,-0410
2007,20,-0420
2007,21,-0420
2007,22,-0420
2007,23,-0410
2008,00,-0461
2008,01,-0450
2008,02,-0450
2008,03,-0460
2008,04,-0450
2008,05,-0450
2008,06,-0449
2008,07,-0450
2008,08,-0450
2008,09,-0440
2008,10,-0440
2008,11,-0440
2008,12,-0429
2008,13,-0420
2008,14,-0420
2008,15,-0430
2008,16,-0430
2008,17,-0440
2008,18,-0444
2008,19,-0440
2008,20,-0440
2008,21,-0440
2008,22,-0460
2008,23,-0450
2009,00,-0368
2009,01,-0370
2009,02,-0380
2009,03,-0390
2009,04,-0390
2009,05,-0360
2009,06,-0358
2009,12,-0406
2009,14,-0410
2009,15,-0410
2009,16,-0410
2009,17,-0410
2009,18,-0414
2009,19,-0410
2009,20,-0420
2009,21,-0420
2009,22,-0420
2009,23,-0420
2010,00,-0330
2010,01,-0330
2010,02,-0330
2010,03,-0340
2010,04,-0340
