year,hour,temp
1957,00,-0520
1957,03,-0520
1957,06,-0514
1957,09,-0509
1957,12,-0514
1957,15,-0509
1957,18,-0514
1957,21,-0525
1958,00,-0581
1958,01,-0581
1958,02,-0581
1958,03,-0581
1958,04,-0575
1958,05,-0581
1958,06,-0592
1958,07,-0592
1958,08,-0597
1958,09,-0608
1958,10,-0608
1958,11,-0608
1958,12,-0631
1958,13,-0631
1958,14,-0625
1958,15,-0631
1958,16,-0631
1958,17,-0636
1958,18,-0636
1958,19,-0636
1958,20,-0631
1958,21,-0625
1958,22,-0631
1958,23,-0631
1959,00,-0586
1959,01,-0575
1959,02,-0581
1959,03,-0570
1959,04,-0575
1959,05,-0575
1959,06,-0570
1959,07,-0575
1959,08,-0575
1959,09,-0575
1959,10,-0570
1959,11,-0575
1959,12,-0581
1959,13,-0575
1959,14,-0575
1959,15,-0575
1959,16,-0575
1959,17,-0570
1959,18,-0575
1959,19,-0581
1959,20,-0575
1959,21,-0586
1959,22,-0592
1959,23,-0597
1960,00,-0525
1960,01,-0509
1960,02,-0509
1960,03,-0497
1960,04,-0492
1960,05,-0486
1960,06,-0486
1960,07,-0486
1960,08,-0481
1960,09,-0470
1960,10,-0464
1960,11,-0459
1960,12,-0464
1960,13,-0475
1960,14,-0481
1960,15,-0486
1960,16,-0503
1960,17,-0525
1960,18,-0531
1960,19,-0542
1960,20,-0536
1960,21,-0547
1960,22,-0553
1960,23,-0547
1961,00,-0353
1961,03,-0359
1961,06,-0375
1961,09,-0348
1961,12,-0353
1961,15,-0398
1961,18,-0436
1961,21,-0453
1962,00,-0553
1962,03,-0564
1962,06,-0564
1962,09,-0553
1962,12,-0531
1962,15,-0547
1962,18,-0520
1962,21,-0492
1963,00,-0644
1963,03,-0639
1963,06,-0633
1963,09,-0583
1963,12,-0528
1963,15,-0486
1963,18,-0403
1963,21,-0386
1964,00,-0572
1964,03,-0583
1964,06,-0594
1964,09,-0600
1964,12,-0583
1964,15,-0611
1964,18,-0628
1964,21,-0622
1965,00,-0420
1965,03,-0467
1965,06,-0459
1965,09,-0444
1965,12,-0509
1965,15,-0494
1965,18,-0486
1965,21,-0522
1966,00,-0656
1966,06,-0678
1966,12,-0678
1966,18,-0689
1967,00,-0517
1967,06,-0539
