year,hour,temp
1957,00,-0242
1957,01,-0242
1957,02,-0242
1957,03,-0237
1957,04,-0237
1957,05,-0237
1957,06,-0242
1957,07,-0248
1957,08,-0253
1957,09,-0253
1957,10,-0253
1957,11,-0253
1957,12,-0259
1957,13,-0259
1957,14,-0264
1957,15,-0264
1957,16,-0264
1957,17,-0264
1957,18,-0270
1957,19,-0264
1957,20,-0264
1957,21,-0270
1957,22,-0275
1957,23,-0275
1958,00,-0359
1958,01,-0359
1958,02,-0359
1958,03,-0364
1958,04,-0364
1958,05,-0364
1958,06,-0359
1958,07,-0359
1958,08,-0359
1958,09,-0364
1958,10,-0364
1958,11,-0359
1958,12,-0359
1958,13,-0359
1958,14,-0359
1958,15,-0359
1958,16,-0359
1958,17,-0353
1958,18,-0359
1958,19,-0364
1958,20,-0359
1958,21,-0359
1958,22,-0353
1958,23,-0359
1959,00,-0292
1959,01,-0298
1959,02,-0292
1959,03,-0298
1959,04,-0292
1959,05,-0292
1959,06,-0292
1959,07,-0292
1959,08,-0281
1959,09,-0292
1959,10,-0292
1959,11,-0298
1959,12,-0298
1959,13,-0303
1959,14,-0287
1959,15,-0281
1959,16,-0287
1959,17,-0281
1959,18,-0275
1959,19,-0275
1959,20,-0281
1959,21,-0281
1959,22,-0281
1959,23,-0275
1960,00,-0300
1960,01,-0300
1960,02,-0289
1960,03,-0289
1960,04,-0289
1960,05,-0289
1960,06,-0289
1960,07,-0289
1960,08,-0278
1960,09,-0272
1960,10,-0278
1960,11,-0278
1960,12,-0278
1960,13,-0283
1960,14,-0289
1960,15,-0294
1960,16,-0300
1960,17,-0300
1960,18,-0306
1960,19,-0306
1960,20,-0306
1960,21,-0306
1960,22,-0306
1960,23,-0306
1961,00,-0309
1961,03,-0303
1961,06,-0298
1961,09,-0292
1961,12,-0298
1961,15,-0314
1961,18,-0325
1961,21,-0325
1962,00,-0320
1962,03,-0325
1962,06,-0337
1962,09,-0337
1962,12,-0353
1962,15,-0331
1962,18,-0331
1962,21,-0303
1963,00,-0314
1963,03,-0320
1963,06,-0314
1963,09,-0314
1963,12,-0314
1963,15,-0314
1963,18,-0314
1963,21,-0309
1964,00,-0298
1964,03,-0303
1964,06,-0309
1964,09,-0314
1964,12,-0314
1964,15,-0309
1964,18,-0314
1964,21,-0320
1965,00,-0314
1965,03,-0320
1965,06,-0320
1965,09,-0320
1965,12,-0331
1965,15,-0320
1965,18,-0309
1965,21,-0303
1966,00,-0270
1966,03,-0270
1966,06,-0270
1966,09,-0292
1966,12,-0298
1966,15,-0292
1966,18,-0309
1966,21,-0303
1967,00,-0303
1967,03,-0298
1967,06,-0298
1967,09,-0298
1967,12,-0298
1967,15,-0298
1967,18,-0292
1967,21,-0281
1968,00,-0337
1968,03,-0337
1968,06,-0331
1968,09,-0331
1968,12,-0331
1968,15,-0325
1968,18,-0325
1968,21,-0325
1969,00,-0314
1969,03,-0314
1969,06,-0314
1969,09,-0314
1969,12,-0314
1969,15,-0314
1969,18,-0314
1969,21,-0314
1970,00,-0348
1970,03,-0353
1970,06,-0348
1970,09,-0348
1970,12,-0342
1970,15,-0342
1970,18,-0337
1970,21,-0331
1971,00,-0292
1971,03,-0303
1971,06,-0309
1971,09,-0303
1971,12,-0298
1971,15,-0292
1971,18,-0287
1971,21,-0281
1972,00,-0309
1972,03,-0322
1972,06,-0325
1972,09,-0333
1972,12,-0339
1972,15,-0328
1972,18,-0325
1972,21,-0322
1973,00,-0325
1973,01,-0320
1973,02,-0314
1973,03,-0320
1973,04,-0320
1973,05,-0325
1973,06,-0325
1973,07,-0320
1973,08,-0320
1973,09,-0320
1973,10,-0322
1973,11,-0322
1973,12,-0320
1973,13,-0298
1973,14,-0298
1973,15,-0298
1973,16,-0303
1973,17,-0309
1973,18,-0314
1973,19,-0314
1973,20,-0314
1973,21,-0320
1973,22,-0320
1973,23,-0320
1974,00,-0292
1974,03,-0287
1974,06,-0292
1974,09,-0287
1974,12,-0281
1974,15,-0275
1974,18,-0275
1974,21,-0275
1975,00,-0281
1975,03,-0272
1975,06,-0275
1975,09,-0272
1975,12,-0264
1975,15,-0261
1975,18,-0259
1975,21,-0267
1976,00,-0253
1976,03,-0272
1976,06,-0292
1976,09,-0272
1976,12,-0281
1976,18,-0253
1976,21,-0267
1977,00,-0305
1977,03,-0289
1977,06,-0283
1977,09,-0278
1977,12,-0283
1977,15,-0283
1977,18,-0277
1977,21,-0278
1978,00,-0322
1978,03,-0322
1978,06,-0289
1978,09,-0300
1978,12,-0311
1978,15,-0322
1978,18,-0311
1978,21,-0272
1979,00,-0328
1979,03,-0330
1979,06,-0330
1979,09,-0320
1979,12,-0320
1979,15,-0320
1979,18,-0320
1979,21,-0320
1980,00,-0283
1980,03,-0280
1980,06,-0280
1980,09,-0280
1980,12,-0280
1980,15,-0278
1980,18,-0278
1980,21,-0272
1981,00,-0330
1981,03,-0330
1981,06,-0330
1981,09,-0330
1981,12,-0330
1981,15,-0333
1981,18,-0330
1981,21,-0333
1982,00,-0306
1982,03,-0311
1982,06,-0317
1982,09,-0328
1982,12,-0300
1982,15,-0306
1982,18,-0306
1982,21,-0317
1983,00,-0356
1983,03,-0356
1983,06,-0356
1983,09,-0356
1983,12,-0350
1983,15,-0350
1983,18,-0344
1983,21,-0339
1984,00,-0289
1984,03,-0283
1984,06,-0289
1984,09,-0311
1984,12,-0311
1984,15,-0327
1984,18,-0333
1984,21,-0327
1985,00,-0333
1985,03,-0344
1985,06,-0339
1985,09,-0344
1985,12,-0350
1985,15,-0344
1985,18,-0350
1985,21,-0355
1986,00,-0261
1986,03,-0239
1986,06,-0244
1986,09,-0233
1986,12,-0239
1986,15,-0228
1986,18,-0228
1986,21,-0216
1987,00,-0328
1987,12,-0311
1987,18,-0324
1988,00,-0328
1988,06,-0326
1988,18,-0322
1989,00,-0244
1989,12,-0243
1989,18,-0243
1990,06,-0296
1990,12,-0296
1990,18,-0292
1991,00,-0284
1991,06,-0282
1991,12,-0282
1992,00,-0322
1992,06,-0316
1992,12,-0315
1992,18,-0317
1993,00,-0315
1994,00,-0329
1995,00,-0320
1995,06,-0319
1995,18,-0321
1996,00,-0272
1996,06,-0282
1996,12,-0297
1996,18,-0293
1997,12,-0300
1997,18,-0297
1998,00,-0264
1998,06,-0259
1998,12,-0267
1998,18,-0274
1999,06,-0330
1999,12,-0320
1999,18,-0333
2005,00,-0300
2005,01,-0300
2005,02,-0300
2005,03,-0300
2005,04,-0310
2005,05,-0310
2005,06,-0301
2005,07,-0300
2005,12,-0292
2005,13,-0290
2005,14,-0290
2005,15,-0290
2005,16,-0290
2005,17,-0290
2005,18,-0290
2005,19,-0290
2005,20,-0290
2005,21,-0290
2005,22,-0290
2005,23,-0290
2006,00,-0302
2006,01,-0300
2006,02,-0300
2006,03,-0300
2006,04,-0300
2006,05,-0300
2006,06,-0300
2006,07,-0300
2006,08,-0300
2006,09,-0300
2006,10,-0300
2006,11,-0310
2006,14,-0300
2006,15,-0300
2006,16,-0300
2006,17,-0300
2006,18,-0298
2006,19,-0300
2006,20,-0290
2006,21,-0300
2006,22,-0300
2006,23,-0300
2007,00,-0323
2007,01,-0320
2007,02,-0320
2007,03,-0320
2007,04,-0330
2007,05,-0320
2007,06,-0323
2007,07,-0320
2007,08,-0320
2007,09,-0320
2007,10,-0320
2007,11,-0320
2007,12,-0322
2007,13,-0320
2007,14,-0320
2007,15,-0320
2007,16,-0320
2007,17,-0320
2007,18,-0320
2007,19,-0320
2007,20,-0320
2007,21,-0320
2007,22,-0320
2007,23,-0300
2008,00,-0312
2008,06,-0300
2008,12,-0297
2008,18,-0296
2009,00,-0232
2009,06,-0222
2009,12,-0246
2009,14,-0240
2009,15,-0250
2009,16,-0240
2009,17,-0250
2009,18,-0243
2009,19,-0240
2009,20,-0250
2009,21,-0260
2009,22,-0260
2009,23,-0270
2010,00,-0316
2010,01,-0320
2010,02,-0320
2010,03,-0310
2010,04,-0310
2010,05,-0310
2010,06,-0303
2010,07,-0300
2010,08,-0300
2010,09,-0300
2010,10,-0300
2010,11,-0300
2010,12,-0300
2010,17,-0290
2010,18,-0291
2010,19,-0290
2010,20,-0290
2010,21,-0280
2010,22,-0280
2010,23,-0280
2011,00,-0311
2011,01,-0310
2011,02,-0300
2011,03,-0310
2011,04,-0300
2011,05,-0300
2011,06,-0300
2011,07,-0290
2011,08,-0300
2011,09,-0290
2011,10,-0280
2011,11,-0300
2011,12,-0283
2011,14,-0280
2011,15,-0280
2011,16,-0270
2011,17,-0280
2011,18,-0282
2011,19,-0290
2011,20,-0280
2011,21,-0280
2011,22,-0270
2011,23,-0270
2012,00,-0265
2012,01,-0270
2012,02,-0260
2012,03,-0260
2012,04,-0270
2012,05,-0270
2012,06,-0270
2012,12,-0275
2012,14,-0270
2012,15,-0270
2012,16,-0270
2012,17,-0270
2012,18,-0265
2012,19,-0270
2012,20,-0250
2012,21,-0270
2012,22,-0270
2012,23,-0270
2014,00,-0292
2014,06,-0288
2014,12,-0293
2014,18,-0290
2015,00,-0265
2015,06,-0252
2015,12,-0263
2015,15,-0240
2015,18,-0233
2015,21,-0220
2016,00,-0268
2016,06,-0282
2016,12,-0281
2016,14,-0260
2016,15,-0260
2016,16,-0260
2016,17,-0260
2016,18,-0257
2017,00,-0322
2017,01,-0320
2017,02,-0330
2017,03,-0330
2017,04,-0340
2017,05,-0340
2017,06,-0343
2017,07,-0340
2017,08,-0340
2017,09,-0340
2017,10,-0330
2017,11,-0330
2017,12,-0334
2017,14,-0330
2017,15,-0330
2017,16,-0320
2017,17,-0320
2017,18,-0310
2017,19,-0300
2017,20,-0300
2018,00,-0220
2018,01,-0220
2018,02,-0230
2018,03,-0240
2018,04,-0250
2018,06,-0247
2018,07,-0250
2018,08,-0250
2018,09,-0250
2018,10,-0250
2018,12,-0253
2018,15,-0250
2018,16,-0250
2018,17,-0250
2018,18,-0250
2018,19,-0250
2018,20,-0240
2018,21,-0240
2018,22,-0250
2018,23,-0250
2019,00,-0274
2019,01,-0280
2019,02,-0270
2019,03,-0270
2019,04,-0270
2019,05,-0270
2019,06,-0269
2019,12,-0247
2019,14,-0240
2019,17,-0250
2019,18,-0258
2019,20,-0250
2019,21,-0250
2019,22,-0260
2019,23,-0260
