year,hour,temp
1957,00,-0270
1957,01,-0264
1957,02,-0264
1957,03,-0264
1957,04,-0264
1957,05,-0264
1957,06,-0264
1957,07,-0264
1957,08,-0270
1957,09,-0264
1957,10,-0270
1957,11,-0270
1957,12,-0270
1957,13,-0270
1957,14,-0270
1957,15,-0270
1957,16,-0264
1957,17,-0264
1957,18,-0270
1957,19,-0270
1957,20,-0275
1957,21,-0275
1957,22,-0281
1957,23,-0281
1958,00,-0375
1958,01,-0370
1958,02,-0381
1958,03,-0375
1958,04,-0381
1958,05,-0370
1958,06,-0370
1958,07,-0370
1958,08,-0375
1958,09,-0375
1958,10,-0370
1958,11,-0364
1958,12,-0364
1958,13,-0364
1958,14,-0370
1958,15,-0370
1958,16,-0364
1958,17,-0359
1958,18,-0364
1958,19,-0372
1958,20,-0370
1958,21,-0364
1958,22,-0364
1958,23,-0364
1959,00,-0348
1959,01,-0342
1959,02,-0342
1959,03,-0342
1959,04,-0337
1959,05,-0331
1959,06,-0337
1959,07,-0337
1959,08,-0337
1959,09,-0337
1959,10,-0337
1959,11,-0337
1959,12,-0331
1959,13,-0325
1959,14,-0331
1959,15,-0331
1959,16,-0337
1959,17,-0331
1959,18,-0331
1959,19,-0337
1959,20,-0337
1959,21,-0337
1959,22,-0337
1959,23,-0337
1960,00,-0278
1960,01,-0289
1960,02,-0289
1960,03,-0289
1960,04,-0289
1960,05,-0294
1960,06,-0289
1960,07,-0294
1960,08,-0306
1960,09,-0306
1960,10,-0306
1960,11,-0300
1960,12,-0306
1960,13,-0311
1960,14,-0306
1960,15,-0306
1960,16,-0306
1960,17,-0311
1960,18,-0311
1960,19,-0311
1960,20,-0317
1960,21,-0317
1960,22,-0322
1960,23,-0322
1961,00,-0337
1961,03,-0337
1961,06,-0325
1961,09,-0320
1961,12,-0320
1961,15,-0320
1961,18,-0320
1961,21,-0320
1962,00,-0331
1962,03,-0331
1962,06,-0331
1962,09,-0331
1962,12,-0331
1962,15,-0337
1962,18,-0337
1962,21,-0331
1963,00,-0342
1963,03,-0337
1963,06,-0342
1963,09,-0342
1963,12,-0342
1963,15,-0337
1963,18,-0325
1963,21,-0325
1964,00,-0298
1964,03,-0298
1964,06,-0298
1964,09,-0303
1964,12,-0303
1964,15,-0309
1964,18,-0303
1964,21,-0309
1965,00,-0375
1965,03,-0364
1965,06,-0364
1965,09,-0364
1965,12,-0359
1965,15,-0359
1965,18,-0320
1965,21,-0309
1966,00,-0287
1966,03,-0287
1966,06,-0281
1966,09,-0309
1966,12,-0303
1966,15,-0314
1966,18,-0320
1966,21,-0320
1967,00,-0320
1967,03,-0320
1967,06,-0320
1967,09,-0320
1967,12,-0320
1967,15,-0309
1967,18,-0309
1967,21,-0314
1968,00,-0348
1968,03,-0348
1968,06,-0342
1968,09,-0348
1968,12,-0342
1968,15,-0348
1968,18,-0342
1968,21,-0342
1969,00,-0331
1969,03,-0325
1969,06,-0325
1969,09,-0320
1969,12,-0320
1969,15,-0320
1969,18,-0320
1969,21,-0320
1970,00,-0292
1970,03,-0309
1970,06,-0331
1970,09,-0325
1970,12,-0325
1970,15,-0325
1970,18,-0325
1970,21,-0325
1971,00,-0298
1971,03,-0292
1971,06,-0298
1971,09,-0298
1971,12,-0303
1971,15,-0309
1971,18,-0309
1971,21,-0309
1972,00,-0348
1972,03,-0350
1972,06,-0353
1972,09,-0350
1972,12,-0348
1972,15,-0350
1972,18,-0348
1972,21,-0350
1973,00,-0320
1973,01,-0320
1973,02,-0314
1973,03,-0309
1973,04,-0309
1973,05,-0314
1973,06,-0314
1973,07,-0314
1973,08,-0314
1973,09,-0309
1973,10,-0309
1973,11,-0309
1973,12,-0309
1973,13,-0303
1973,14,-0303
1973,15,-0298
1973,16,-0298
1973,17,-0298
1973,18,-0298
1973,19,-0298
1973,20,-0303
1973,21,-0303
1973,22,-0303
1973,23,-0303
1974,00,-0278
1974,03,-0261
1974,06,-0259
1974,09,-0256
1974,12,-0237
1974,15,-0253
1974,18,-0231
1974,21,-0231
1975,00,-0314
1975,03,-0311
1975,06,-0309
1975,09,-0317
1975,12,-0309
1975,15,-0306
1975,18,-0314
1975,21,-0317
1976,00,-0270
1976,06,-0270
1976,12,-0270
1976,18,-0275
1977,00,-0350
1977,03,-0344
1977,06,-0333
1977,09,-0333
1977,12,-0316
1977,15,-0300
1977,18,-0300
1977,21,-0300
1978,00,-0339
1978,03,-0328
1978,06,-0339
1978,09,-0350
1978,12,-0339
1978,15,-0350
1978,18,-0361
1978,21,-0361
1979,00,-0320
1979,03,-0317
1979,06,-0306
1979,09,-0317
1979,12,-0320
1979,15,-0330
1979,18,-0330
1979,21,-0330
1980,00,-0270
1980,03,-0260
1980,06,-0260
1980,09,-0250
1980,12,-0261
1980,15,-0260
1980,18,-0260
1980,21,-0270
1981,00,-0367
1981,03,-0310
1981,06,-0360
1981,09,-0350
1981,12,-0350
1981,15,-0339
1981,18,-0322
1981,21,-0317
1982,00,-0283
1982,03,-0283
1982,06,-0289
1982,09,-0289
1982,12,-0294
1982,15,-0294
1982,18,-0294
1982,21,-0300
1983,00,-0378
