year,hour,temp
1946,00,+0268
1946,01,+0257
1946,02,+0274
1946,03,+0291
1946,04,+0302
1946,05,+0313
1946,06,+0313
1946,07,+0335
1946,08,+0335
1946,09,+0318
1946,10,+0307
1946,11,+0302
1946,21,+0235
1946,22,+0235
1946,23,+0213
1957,00,+0250
1957,06,+0300
1957,09,+0300
1957,12,+0272
1957,15,+0250
1957,18,+0228
1958,00,+0211
1958,03,+0261
1958,06,+0272
1958,09,+0272
1958,12,+0222
1958,21,+0172
1959,00,+0211
1959,03,+0222
1959,06,+0222
1959,09,+0211
1959,12,+0211
1959,15,+0211
1959,18,+0200
1959,21,+0200
1960,00,+0239
1960,03,+0289
1960,06,+0322
1960,09,+0311
1960,12,+0272
1960,15,+0250
1960,18,+0228
1960,21,+0222
1961,00,+0239
1961,03,+0250
1961,06,+0250
1961,09,+0261
1961,12,+0250
1961,15,+0228
1961,18,+0200
1961,21,+0189
1962,00,+0250
1962,03,+0289
1962,06,+0311
1962,09,+0322
1962,12,+0289
1962,15,+0261
1962,18,+0239
1962,21,+0261
1963,00,+0250
1963,03,+0300
1963,06,+0339
1963,09,+0311
1963,12,+0272
1963,15,+0250
1963,18,+0228
1963,21,+0222
1964,00,+0228
1964,03,+0239
1964,06,+0250
1964,09,+0272
1964,12,+0261
1964,15,+0239
1964,18,+0228
1964,21,+0228
1973,00,+0240
1973,03,+0280
1973,06,+0300
1973,09,+0260
1973,12,+0240
1973,15,+0230
1973,18,+0220
1973,21,+0210
1974,00,+0230
1974,03,+0260
1974,06,+0280
1974,09,+0270
1974,12,+0240
1974,15,+0230
1974,18,+0220
1974,21,+0220
1975,00,+0220
1975,03,+0250
1975,06,+0270
1975,09,+0280
1975,12,+0250
1975,15,+0230
1975,18,+0220
1975,21,+0210
1976,00,+0230
1976,03,+0250
1976,06,+0260
1976,09,+0270
1976,12,+0230
1976,15,+0220
1976,18,+0200
1976,21,+0200
1977,00,+0210
1977,03,+0250
1977,06,+0280
1977,09,+0260
1977,12,+0230
1977,15,+0210
1977,18,+0210
1977,21,+0180
1978,00,+0220
1978,03,+0260
1978,06,+0260
1978,09,+0270
1978,12,+0240
1978,15,+0230
1978,18,+0220
1978,21,+0220
1979,00,+0200
1979,03,+0210
1979,06,+0200
1979,09,+0200
1979,12,+0210
1979,15,+0200
1979,18,+0210
1979,21,+0210
1980,00,+0220
1980,03,+0270
1980,06,+0280
1980,09,+0260
1980,12,+0240
1980,15,+0230
1980,18,+0210
1980,21,+0210
1981,00,+0220
1981,03,+0260
1981,06,+0280
1981,09,+0280
1981,12,+0260
1981,15,+0250
1981,18,+0230
1981,21,+0230
1982,00,+0261
1982,03,+0297
1982,06,+0305
1982,09,+0317
1982,12,+0282
1982,15,+0262
1982,18,+0249
1982,21,+0234
1983,00,+0252
1983,03,+0295
1983,04,+0300
1983,05,+0310
1983,06,+0314
1983,08,+0320
1983,09,+0320
1983,12,+0297
1983,15,+0276
1983,18,+0257
1983,21,+0247
1984,00,+0255
1984,03,+0255
1984,06,+0308
1984,09,+0288
1984,12,+0236
1984,15,+0224
1984,18,+0197
1984,21,+0177
1985,00,+0235
1985,01,+0296
1985,03,+0265
1985,04,+0270
1985,05,+0280
1985,06,+0296
1985,07,+0290
1985,08,+0300
1985,09,+0296
1985,10,+0280
1985,11,+0270
1985,12,+0270
1985,13,+0210
1985,15,+0228
1985,18,+0211
1985,21,+0192
1986,00,+0251
1986,03,+0289
1986,06,+0311
1986,09,+0321
1986,12,+0281
1986,15,+0257
1986,18,+0243
1986,21,+0231
1987,00,+0245
1987,03,+0258
1987,06,+0270
1987,09,+0211
1987,12,+0203
1987,15,+0201
1987,18,+0197
1987,21,+0199
1988,00,+0221
1988,01,+0220
1988,02,+0220
1988,03,+0230
1988,04,+0230
1988,06,+0230
1988,07,+0220
1988,08,+0220
1988,09,+0220
1988,10,+0220
1988,11,+0210
1988,12,+0210
1988,13,+0210
1988,14,+0210
1988,15,+0210
1988,18,+0205
1988,20,+0200
1988,21,+0200
1988,22,+0200
1988,23,+0200
1989,00,+0245
1989,01,+0290
1989,02,+0310
1989,03,+0292
1989,04,+0330
1989,05,+0330
1989,06,+0309
1989,07,+0340
1989,08,+0330
1989,09,+0305
1989,10,+0310
1989,11,+0290
1989,12,+0284
1989,14,+0260
1989,15,+0259
1989,18,+0241
1989,20,+0220
1989,21,+0221
1989,23,+0230
1990,00,+0221
1990,01,+0220
1990,02,+0240
1990,03,+0245
1990,04,+0280
1990,05,+0300
1990,06,+0278
1990,07,+0320
1990,08,+0310
1990,09,+0288
1990,10,+0280
1990,11,+0260
1990,12,+0252
1990,15,+0233
1990,18,+0222
1990,20,+0220
1990,21,+0212
1990,22,+0220
1990,23,+0220
1991,00,+0261
1991,01,+0308
1991,02,+0330
1991,03,+0308
1991,04,+0350
1991,05,+0360
1991,06,+0320
1991,07,+0360
1991,08,+0340
1991,09,+0312
1991,10,+0320
1991,11,+0310
1991,12,+0293
1991,13,+0290
1991,14,+0280
1991,15,+0276
1991,17,+0260
1991,18,+0264
1991,20,+0250
1991,21,+0254
1991,22,+0250
1991,23,+0260
1992,00,+0226
1992,01,+0230
1992,02,+0220
1992,03,+0213
1992,04,+0200
1992,05,+0200
1992,06,+0207
1992,07,+0220
1992,08,+0210
1992,09,+0203
1992,10,+0210
1992,11,+0200
1992,12,+0191
1992,13,+0190
1992,14,+0190
1992,15,+0188
1992,16,+0190
1992,17,+0190
1992,18,+0186
1992,19,+0190
1992,20,+0190
1992,21,+0194
1992,22,+0190
1992,23,+0200
1993,00,+0255
1993,01,+0260
1993,02,+0280
1993,03,+0292
1993,05,+0300
1993,06,+0310
1993,07,+0310
1993,08,+0300
1993,09,+0307
1993,10,+0290
1993,11,+0270
1993,12,+0278
1993,13,+0260
1993,14,+0240
1993,15,+0249
1993,16,+0230
1993,17,+0220
1993,18,+0236
1993,20,+0210
1993,21,+0226
1993,22,+0200
1993,23,+0210
1994,00,+0221
1994,01,+0210
1994,02,+0220
1994,03,+0221
1994,04,+0220
1994,05,+0220
1994,06,+0228
1994,07,+0230
1994,08,+0230
1994,09,+0253
1994,11,+0230
1994,12,+0249
1994,13,+0230
1994,14,+0230
1994,15,+0233
1994,18,+0228
1994,20,+0220
1994,21,+0239
1994,22,+0220
1994,23,+0230
1995,00,+0248
1995,01,+0250
1995,02,+0270
1995,03,+0276
1995,04,+0290
1995,05,+0300
1995,06,+0293
1995,07,+0310
1995,08,+0300
1995,09,+0288
1995,10,+0280
1995,11,+0270
1995,12,+0270
1995,13,+0260
1995,14,+0240
1995,15,+0257
1995,18,+0233
1995,20,+0220
1995,21,+0219
1995,23,+0220
1996,00,+0213
1996,01,+0220
1996,02,+0230
1996,03,+0258
1996,04,+0260
1996,05,+0270
1996,06,+0270
1996,07,+0280
1996,08,+0270
1996,09,+0258
1996,10,+0260
1996,11,+0250
1996,12,+0245
1996,13,+0230
1996,14,+0230
1996,15,+0226
1996,16,+0220
1996,17,+0220
1996,18,+0219
1996,19,+0220
1996,20,+0210
1996,21,+0212
1996,22,+0210
1996,23,+0210
1997,00,+0256
1997,01,+0270
1997,02,+0280
1997,03,+0305
1997,04,+0310
1997,05,+0320
1997,06,+0325
1997,07,+0320
1997,08,+0320
1997,09,+0325
1997,10,+0310
1997,11,+0290
1997,12,+0278
1997,13,+0270
1997,14,+0260
1997,15,+0265
1997,16,+0250
1997,17,+0250
1997,18,+0248
1997,19,+0230
1997,20,+0230
1997,21,+0224
1997,22,+0230
1997,23,+0230
1998,00,+0239
1998,01,+0250
1998,02,+0270
1998,03,+0280
1998,04,+0300
1998,05,+0310
1998,06,+0302
1998,07,+0320
1998,08,+0330
1998,09,+0297
1998,10,+0300
1998,11,+0290
1998,12,+0284
1998,13,+0280
1998,14,+0270
1998,15,+0267
1998,16,+0260
1998,17,+0260
1998,18,+0263
1998,19,+0250
1998,21,+0263
