year,hour,temp
1944,20,+0058
1944,21,+0046
1944,22,+0046
1944,23,+0041
1945,00,-0022
1945,01,-0033
1945,02,-0039
1945,03,-0044
1945,04,-0056
1945,05,-0061
1945,06,-0061
1945,07,-0067
1945,08,-0067
1945,09,-0072
1945,10,-0072
1945,11,-0078
1945,12,-0078
1945,13,-0072
1945,14,-0056
1945,15,-0039
1945,16,-0017
1945,17,-0017
1945,18,+0006
1945,19,+0017
1945,20,+0006
1945,21,+0006
1945,22,+0000
1945,23,+0000
1946,00,-0094
1946,01,-0094
1946,02,-0089
1946,03,-0089
1946,04,-0089
1946,05,-0083
1946,06,-0083
1946,07,-0022
1946,08,-0011
1946,09,-0006
1946,10,+0000
1946,11,+0000
1946,12,+0000
1946,13,+0006
1946,14,+0011
1946,15,+0017
1946,16,+0028
1946,17,+0028
1946,18,+0017
1946,19,+0017
1946,20,-0006
1946,21,-0011
1946,22,-0011
1946,23,-0011
1947,00,+0133
1947,01,+0133
1947,02,+0139
1947,03,+0128
1947,04,+0122
1947,05,+0117
1947,06,+0111
1947,07,+0100
1947,08,+0089
1947,09,+0083
1947,10,+0078
1947,11,+0072
1947,12,+0078
1947,13,+0072
1947,14,+0089
1947,15,+0022
1947,16,+0028
1947,17,+0033
1947,18,+0033
1947,19,+0033
1947,20,+0028
1947,21,+0017
1947,22,+0017
1947,23,+0011
1948,00,-0017
1948,01,-0033
1948,02,-0044
1948,03,-0039
1948,04,-0039
1948,05,-0044
1948,06,-0033
1948,07,-0033
1948,08,-0033
1948,09,-0033
1948,10,-0022
1948,11,-0006
1948,12,+0000
1948,13,+0006
1948,14,+0006
1948,15,+0006
1948,16,+0011
1948,17,+0022
1948,18,+0022
1948,19,+0028
1948,20,+0028
1948,21,+0028
1948,22,+0028
1948,23,+0006
1949,00,-0006
1949,01,-0017
1949,02,-0022
1949,03,-0033
1949,04,-0044
1949,05,-0050
1949,06,-0056
1949,07,-0067
1949,08,-0072
1949,09,-0072
1949,10,-0072
1949,11,-0067
1949,12,-0061
1949,13,-0028
1949,14,-0022
1949,15,-0022
1949,16,-0022
1949,17,-0022
1949,18,-0022
1949,19,-0022
1949,20,-0022
1949,21,-0017
1949,22,-0011
1949,23,-0011
1950,00,-0072
1950,01,-0078
1950,02,-0083
1950,03,-0089
1950,04,-0094
1950,05,-0094
1950,06,-0094
1950,07,-0094
1950,08,-0094
1950,09,-0094
1950,10,-0100
1950,11,-0094
1950,12,-0094
1950,13,-0089
1950,14,-0089
1950,15,-0083
1950,16,-0072
1950,17,-0061
1950,18,-0061
1950,19,-0050
1950,20,-0050
1950,21,-0050
1950,22,-0050
1950,23,-0050
1951,00,+0106
1951,01,+0100
1951,02,+0094
1951,03,+0089
1951,04,+0089
1951,05,+0089
1951,06,+0094
1951,07,+0094
1951,08,+0100
1951,09,+0106
1951,10,+0106
1951,11,+0106
1951,12,+0111
1951,13,+0117
1951,14,+0128
1951,15,+0139
1951,16,+0133
1951,17,+0072
1951,18,+0067
1951,19,+0044
1951,20,+0017
1951,21,+0000
1951,22,-0011
1951,23,-0011
1952,00,+0061
1952,01,+0056
1952,02,+0056
1952,03,+0056
1952,04,+0050
1952,05,+0044
1952,06,+0044
1952,07,+0033
1952,08,+0028
1952,09,+0022
1952,10,+0022
1952,11,+0017
1952,12,+0006
1952,13,-0017
1952,14,-0028
1952,15,-0028
1952,16,-0033
1952,17,-0022
1952,18,-0017
1952,19,-0028
1952,20,-0028
1952,21,-0033
1952,22,-0039
1952,23,-0044
1953,00,+0039
1953,01,+0039
1953,02,+0033
1953,03,+0033
1953,04,+0028
1953,05,+0022
1953,06,+0022
1953,07,+0017
1953,08,+0017
1953,09,+0011
1953,10,+0011
1953,11,+0011
1953,12,+0017
1953,13,+0022
1953,14,+0044
1953,15,+0044
1953,16,+0044
1953,17,+0044
1953,18,+0039
1953,19,+0039
1953,20,+0044
1953,21,+0044
1953,22,+0033
1953,23,+0022
1954,00,+0106
1954,01,+0100
1954,02,+0106
1954,03,+0106
1954,04,+0111
1954,05,+0111
1954,06,+0100
1954,07,+0094
1954,08,+0100
1954,09,+0100
1954,10,+0106
1954,11,+0106
1954,12,+0100
1954,13,+0106
1954,14,+0106
1954,15,+0111
1954,16,+0117
1954,17,+0089
1954,18,+0072
1954,19,+0061
1954,20,+0056
1954,21,+0044
1954,22,+0033
1954,23,+0011
1955,00,-0078
1955,01,-0083
1955,02,-0089
1955,03,-0094
1955,04,-0094
1955,05,-0094
1955,06,-0094
1955,07,-0100
1955,08,-0100
1955,09,-0106
1955,10,-0106
1955,11,-0106
1955,12,-0111
1955,13,-0100
1955,14,-0083
1955,15,-0067
1955,16,-0050
1955,17,-0033
1955,18,-0022
1955,19,-0011
1955,20,-0011
1955,21,-0011
1955,22,-0022
1955,23,-0028
1956,00,-0017
1956,01,-0017
1956,02,-0028
1956,03,-0028
1956,04,-0033
1956,05,-0039
1956,06,-0039
1956,07,-0044
1956,08,-0044
1956,09,-0044
1956,10,-0050
1956,11,-0050
1956,12,-0056
1956,13,-0056
1956,14,-0044
1956,15,-0033
1956,16,-0022
1956,17,-0011
1956,18,+0006
1956,19,+0011
1956,20,+0017
1956,21,+0011
1956,22,+0006
