year,hour,temp
1976,00,+0010
1976,03,+0000
1976,18,+0050
1976,21,+0040
1977,00,+0050
1977,03,+0050
1977,06,+0050
1977,09,+0050
1977,12,+0050
1977,15,+0060
1978,00,+0030
1978,03,+0020
1978,06,+0020
1978,09,+0020
1978,12,+0030
1978,15,+0020
1978,18,+0030
1978,21,+0030
1979,00,+0060
1979,03,+0070
1979,06,+0080
1979,09,+0090
1979,12,+0080
1979,15,+0060
1979,18,+0050
1979,21,+0050
1980,00,+0030
1980,03,+0030
1980,06,+0030
1980,12,+0040
1980,15,+0040
1980,21,+0040
1981,03,+0030
1981,06,+0030
1981,09,+0030
1981,12,+0030
1981,15,+0050
1981,18,+0040
1981,21,+0020
1982,00,+0049
1982,03,+0047
1982,06,+0048
1982,09,+0052
1982,12,+0046
1982,15,+0060
1982,18,+0064
1982,21,+0055
1983,00,+0020
1983,03,+0025
1983,06,+0033
1983,09,+0043
1983,12,+0042
1983,15,+0042
1983,18,+0036
1983,21,+0030
1984,00,+0054
1984,03,+0051
1984,06,+0055
1984,09,+0067
1984,12,+0078
1984,15,+0076
1984,18,+0070
1984,21,+0063
1985,00,+0016
1985,03,+0010
1985,04,+0020
1985,05,+0020
1985,06,+0029
1985,07,+0030
1985,09,+0028
1985,10,+0030
1985,11,+0040
1985,12,+0034
1985,13,+0040
1985,14,+0040
1985,15,+0044
1985,16,+0040
1985,17,+0050
1985,18,+0046
1985,19,+0040
1985,20,+0040
1985,21,+0031
1985,22,+0020
1985,23,+0020
1986,00,+0040
1986,02,+0040
1986,03,+0041
1986,04,+0030
1986,05,+0040
1986,06,+0035
1986,07,+0040
1986,08,+0040
1986,09,+0040
1986,10,+0040
1986,11,+0040
1986,12,+0050
1986,13,+0050
1986,14,+0050
1986,15,+0050
1986,16,+0050
1986,17,+0050
1986,18,+0047
1986,21,+0042
1987,03,+0005
1987,04,+0000
1987,06,+0003
1987,07,+0010
1987,09,+0020
1987,10,+0030
1987,12,+0025
1987,13,+0030
1987,14,+0030
1987,15,+0031
1987,16,+0030
