year,hour,temp
1976,00,-0050
1976,03,-0040
1976,06,-0020
1976,09,+0000
1976,12,+0020
1976,15,-0010
1976,18,-0020
1976,21,-0020
1977,00,-0250
1977,03,-0270
1977,06,-0260
1977,12,-0260
1977,15,-0230
1977,18,-0230
1977,21,-0240
1978,00,-0110
1978,03,-0150
1978,06,-0170
1978,09,-0210
1978,12,-0240
1978,15,-0240
1978,18,-0250
1978,21,-0260
1979,00,-0160
1979,03,-0180
1979,06,-0190
1979,09,-0180
1979,12,-0190
1979,15,-0190
1979,18,-0200
1980,00,-0240
1980,03,-0270
1980,06,-0270
1980,12,-0290
1980,15,-0300
1980,18,-0240
1980,21,-0220
1981,00,-0150
1981,03,-0070
1981,06,-0060
1981,09,-0050
1981,12,-0050
1981,15,-0040
1981,18,-0040
1981,21,-0040
1982,00,-0100
1982,03,-0098
1982,06,-0113
1982,09,-0128
1982,10,-0120
1982,12,-0122
1982,15,-0097
1982,18,-0120
1982,21,-0127
1983,00,-0241
1983,03,-0208
1983,06,-0184
1983,09,-0145
1983,12,-0150
1983,15,-0173
1983,18,-0171
1983,21,-0170
1984,00,-0152
1984,03,-0162
1984,06,-0183
1984,09,-0190
1984,12,-0183
1984,15,-0165
1984,18,-0189
1984,21,-0172
1985,00,-0164
1985,03,-0173
1985,06,-0172
1985,07,-0170
1985,08,-0190
1985,09,-0190
1985,10,-0180
1985,11,-0180
1985,12,-0185
1985,13,-0190
1985,14,-0180
1985,15,-0180
1985,16,-0180
1985,18,-0180
1985,19,-0180
1985,20,-0190
1985,21,-0178
1985,22,-0190
1985,23,-0180
1986,00,-0022
1986,01,-0040
1986,02,-0050
1986,03,-0057
1986,06,-0075
1986,07,-0110
1986,08,-0130
1986,09,-0146
1986,10,-0160
1986,12,-0176
1986,14,-0180
1986,15,-0181
1986,18,-0183
1986,21,-0175
1987,00,-0068
1987,03,-0073
1987,06,-0066
1987,07,-0060
1987,08,-0050
1987,11,-0070
1987,12,-0070
1987,13,-0080
1987,14,-0080
1987,15,-0077
1987,18,-0092
1987,21,-0098
1988,00,-0120
1988,03,-0121
1988,06,-0108
1988,07,-0120
1988,08,-0150
1988,09,-0146
1988,10,-0130
1988,11,-0160
1988,12,-0149
1988,13,-0160
1988,14,-0170
1988,15,-0180
1988,21,-0188
1989,00,-0041
1989,03,-0055
1989,06,-0060
1989,07,-0070
1989,08,-0070
1989,09,-0081
1989,10,-0080
1989,11,-0080
1989,12,-0093
1989,15,-0099
1989,18,-0091
1989,21,-0101
1990,00,-0190
1990,03,-0198
1990,06,-0190
1990,07,-0180
1990,08,-0210
1990,09,-0213
1990,10,-0210
1990,11,-0220
1990,12,-0212
1990,13,-0200
1990,14,-0210
1990,15,-0205
1990,18,-0189
1990,21,-0198
1991,00,-0089
1991,03,-0105
1991,06,-0089
1991,07,-0090
1991,08,-0090
1991,09,-0092
1991,11,-0090
1991,12,-0095
1991,13,-0100
1991,14,-0110
1991,15,-0110
1991,16,-0110
1991,17,-0120
1991,18,-0121
1991,19,-0120
1991,20,-0120
1991,21,-0127
1991,22,-0130
1991,23,-0130
1992,00,-0282
1992,03,-0297
1992,06,-0254
1992,07,-0240
1992,08,-0230
1992,09,-0217
1992,10,-0230
1992,11,-0230
1992,12,-0219
1992,13,-0210
1992,14,-0210
1992,15,-0220
1992,16,-0210
1992,17,-0200
1992,18,-0205
1992,21,-0191
1992,22,-0190
1993,00,-0022
1993,03,-0033
1993,04,-0030
1993,05,-0030
1993,06,-0026
1993,08,-0030
1993,09,-0025
1993,10,+0000
1993,12,-0026
1993,13,-0030
1993,14,-0060
1993,15,-0062
1993,17,-0060
1993,18,-0049
1993,19,-0060
1993,20,-0060
1993,21,-0056
1993,22,-0060
1993,23,-0060
1994,00,-0028
1994,01,-0050
1994,02,-0080
1994,03,-0080
1994,04,-0090
1994,05,-0110
1994,06,-0105
1994,07,-0120
1994,08,-0130
1994,09,-0136
1994,11,-0150
1994,12,-0149
1994,13,-0150
1994,14,-0150
1994,15,-0147
1994,16,-0140
1994,18,-0139
1994,21,-0139
1995,00,-0115
1995,01,-0110
1995,02,-0110
1995,03,-0110
1995,04,-0100
1995,05,-0100
1995,06,-0100
1995,07,-0100
1995,08,-0100
1995,09,-0102
1995,10,-0110
1995,12,-0120
1995,13,-0130
1995,14,-0120
1995,15,-0121
1995,16,-0110
1995,17,-0110
1995,18,-0119
1995,19,-0110
1995,20,-0120
1995,21,-0125
1995,22,-0150
1995,23,-0160
1996,00,-0340
1996,01,-0340
1996,02,-0340
1996,03,-0336
1996,05,-0350
1996,06,-0336
1996,07,-0340
1996,08,-0340
1996,09,-0347
1996,12,-0348
1996,13,-0360
1996,14,-0350
1996,15,-0326
1996,16,-0350
1996,17,-0340
1996,18,-0345
1996,19,-0340
1996,20,-0340
1996,21,-0336
1996,22,-0340
1996,23,-0330
1997,00,-0142
1997,01,-0150
1997,02,-0140
1997,03,-0110
1997,05,-0090
1997,06,-0068
1997,07,-0070
1997,08,-0060
1997,09,-0060
1997,10,-0050
1997,11,-0060
1997,12,-0054
1997,13,-0050
1997,14,-0070
1997,15,-0070
1997,16,-0090
1997,18,-0098
1997,19,-0110
1997,20,-0110
1997,21,-0123
1997,22,-0130
1998,00,-0060
1998,03,-0060
1998,04,-0070
1998,05,-0080
1998,06,-0060
1998,07,-0070
1998,08,-0060
1998,09,-0069
1998,10,-0080
1998,11,-0080
1998,12,-0073
1998,13,-0070
1998,14,-0080
1998,15,-0078
1998,16,-0080
1998,17,-0070
1998,18,-0068
1998,19,-0070
1998,20,-0070
1998,21,-0063
1998,22,-0060
1998,23,-0060
1999,00,-0051
1999,01,-0050
1999,02,-0050
1999,03,-0051
1999,04,-0050
1999,05,-0060
1999,06,-0059
1999,07,-0060
1999,08,-0060
1999,09,-0056
1999,10,-0060
1999,11,-0050
1999,12,-0051
1999,13,-0050
1999,14,-0050
1999,15,-0064
1999,16,-0070
1999,18,-0083
1999,19,-0090
1999,20,-0100
1999,21,-0108
1999,22,-0110
2000,00,-0068
2000,02,-0070
2000,03,-0067
2000,04,-0060
2000,05,-0070
2000,06,-0065
2000,07,-0070
2000,08,-0070
2000,09,-0067
2000,10,-0070
2000,11,-0070
2000,12,-0072
2000,13,-0070
2000,14,-0070
2000,15,-0066
2000,16,-0070
2000,17,-0070
2000,18,-0068
2000,19,-0070
2000,21,-0064
2000,22,-0070
2000,23,-0080
2001,00,-0138
2001,01,-0110
2001,02,-0110
2001,03,-0106
2001,04,-0110
2001,05,-0100
2001,06,-0093
2001,07,-0090
2001,09,-0102
