year,hour,temp
1975,00,-0150
1975,03,-0130
1975,06,-0110
1975,15,-0120
1975,18,-0090
1975,21,-0080
1976,00,+0000
1976,03,+0010
1976,06,+0010
1976,09,+0010
1976,12,+0000
1976,15,-0010
1976,18,-0010
1976,21,-0010
1977,00,-0020
1977,06,-0010
1977,09,-0070
1977,12,-0070
1977,15,-0080
1977,21,-0050
1978,00,-0020
1978,03,-0030
1978,06,-0030
1978,09,-0010
1978,12,-0010
1978,15,-0020
1978,18,-0020
1978,21,-0030
1979,00,-0150
1979,03,-0150
1979,06,-0130
1979,09,-0150
1979,12,-0140
1979,15,-0140
1979,18,-0110
1979,21,-0120
1980,00,-0110
1980,03,-0110
1980,06,-0110
1980,09,-0100
1980,12,-0100
1980,18,-0100
1980,21,-0090
1981,00,-0030
1981,03,-0030
1981,06,-0030
1981,09,-0040
1981,12,-0040
1981,15,-0060
1981,18,-0050
1981,21,-0050
1982,00,-0044
1982,03,-0050
1982,06,-0052
1982,09,-0054
1982,12,-0059
1982,15,-0088
1982,18,-0116
1982,21,-0116
1983,00,-0026
1983,03,-0033
1983,06,-0041
1983,09,-0044
1983,12,-0047
1983,18,-0052
1983,21,-0058
1984,00,-0106
1984,03,-0092
1984,06,-0088
1984,07,-0080
1984,08,-0080
1984,09,-0078
1984,10,-0080
1984,11,-0070
1984,12,-0068
1984,13,-0060
1984,15,-0046
1984,16,-0040
1984,18,-0029
1984,19,-0030
1984,20,-0030
1984,21,-0023
1984,22,-0040
1984,23,-0030
1985,00,-0110
1985,02,-0090
1985,03,-0080
1985,06,-0075
1985,07,-0070
1985,08,-0070
1985,09,-0070
1985,10,-0060
1985,11,-0060
1985,12,-0059
1985,13,-0060
1985,15,-0065
1985,18,-0065
1985,21,-0070
1986,00,-0068
1986,03,-0073
1986,06,-0083
1986,07,-0080
1986,08,-0070
1986,09,-0069
1986,10,-0070
1986,11,-0070
1986,12,-0078
1986,13,-0090
1986,14,-0090
1986,15,-0096
1986,18,-0111
1986,21,-0121
1987,00,-0170
1987,03,-0178
1987,06,-0164
1987,07,-0160
1987,08,-0150
1987,09,-0148
1987,11,-0120
1987,12,-0123
1987,13,-0110
1987,14,-0120
1987,15,-0119
1987,18,-0125
1987,21,-0112
1988,00,-0037
1988,03,-0048
1988,06,-0049
1988,08,-0050
1988,09,-0044
1988,10,-0050
1988,12,-0052
1988,13,-0060
1988,14,-0060
1988,15,-0064
1988,18,-0074
1988,21,-0078
1989,00,-0073
1989,01,-0080
1989,02,-0080
1989,03,-0085
1989,04,-0100
1989,05,-0100
1989,06,-0101
1989,08,-0110
1989,09,-0113
1989,10,-0120
1989,11,-0130
1989,12,-0125
1989,13,-0130
1989,14,-0120
1989,15,-0122
1989,18,-0125
1989,21,-0128
1990,00,-0044
1990,03,-0046
1990,06,-0053
1990,07,-0050
1990,08,-0050
1990,09,-0056
1990,10,-0070
1990,11,-0060
1990,12,-0057
1990,13,-0060
1990,14,-0060
1990,15,-0065
1990,18,-0062
1990,21,-0069
1991,00,-0131
1991,03,-0140
1991,06,-0134
1991,07,-0120
1991,08,-0120
1991,09,-0118
1991,10,-0110
1991,11,-0110
1991,12,-0107
1991,13,-0110
1991,14,-0110
1991,15,-0102
1991,16,-0100
1991,17,-0100
1991,18,-0096
1991,19,-0090
1991,21,-0098
1991,22,-0100
1992,00,-0118
1992,03,-0132
1992,06,-0154
1992,07,-0150
1992,08,-0160
1992,09,-0153
1992,10,-0150
1992,11,-0150
1992,12,-0150
1992,13,-0150
1992,14,-0160
1992,15,-0161
1992,16,-0160
1992,18,-0162
1992,19,-0160
1992,20,-0160
1992,21,-0166
1992,22,-0170
1992,23,-0160
1993,00,-0082
1993,02,-0090
1993,03,-0086
1993,05,-0100
1993,06,-0110
1993,07,-0110
1993,08,-0130
1993,09,-0113
1993,10,-0110
1993,11,-0110
1993,12,-0116
1993,13,-0110
1993,14,-0110
1993,15,-0112
1993,16,-0130
1993,18,-0105
1993,21,-0117
1994,00,-0119
1994,02,-0120
1994,03,-0118
1994,04,-0130
1994,05,-0120
1994,06,-0132
1994,07,-0130
1994,08,-0130
1994,09,-0135
1994,10,-0130
1994,12,-0130
1994,13,-0130
1994,14,-0130
1994,15,-0137
1994,16,-0130
1994,17,-0130
1994,18,-0130
1994,19,-0130
1994,20,-0140
1994,21,-0135
1994,22,-0140
1994,23,-0130
1995,03,-0139
1995,04,-0140
1995,05,-0130
1995,06,-0146
1995,07,-0140
1995,08,-0130
1995,09,-0135
1995,10,-0130
1995,11,-0140
1995,12,-0136
1995,13,-0130
1995,14,-0130
1995,15,-0122
1995,16,-0130
1995,17,-0120
1995,18,-0121
1995,19,-0130
1995,20,-0110
1995,21,-0100
1995,22,-0110
1995,23,-0110
1996,00,-0039
1996,01,-0040
1996,02,-0040
1996,03,-0036
1996,04,-0030
1996,05,-0040
1996,06,-0038
1996,07,-0040
1996,08,-0040
1996,09,-0034
1996,11,-0040
1996,12,-0034
1996,13,-0040
1996,14,-0030
1996,15,-0034
1996,16,-0030
1996,17,-0030
1996,18,-0032
1996,19,-0030
1996,20,-0030
1996,21,-0031
1996,22,-0030
1996,23,-0030
1997,00,-0019
1997,01,-0030
1997,02,-0030
1997,03,-0025
1997,05,-0030
1997,06,-0024
1997,07,-0020
1997,09,-0016
1997,10,-0020
1997,11,-0020
1997,12,-0027
1997,14,-0030
1997,15,-0042
1997,16,-0040
1997,17,-0050
1997,18,-0053
1997,19,-0060
1997,20,-0060
1997,21,-0065
1997,22,-0070
1998,00,-0061
1998,01,-0060
1998,02,-0060
1998,03,-0061
1998,04,-0050
1998,05,-0060
1998,06,-0054
