year,hour,temp
1976,00,+0000
1976,03,-0010
1976,06,-0040
1976,09,-0010
1976,12,-0010
1976,15,-0050
1976,21,-0080
1977,00,-0130
1977,03,-0110
1977,06,-0110
1977,09,-0120
1977,12,-0120
1977,15,-0150
1977,18,-0150
1977,21,-0150
1978,00,-0280
1978,03,-0260
1978,06,-0250
1978,12,-0070
1978,15,-0050
1978,18,-0030
1978,21,+0000
1980,00,-0110
1980,03,-0110
1980,06,-0130
1980,07,-0130
1980,08,-0130
1980,09,-0130
1980,10,-0130
1980,11,-0130
1980,12,-0130
1980,13,-0140
1980,14,-0140
1980,15,-0140
1980,17,-0140
1980,18,-0140
1980,20,-0130
1980,21,-0130
1980,22,-0130
1981,00,-0280
1981,03,-0280
1981,06,-0290
1981,09,-0220
1981,12,-0230
1981,15,-0240
1981,18,-0240
1981,21,-0250
1982,00,-0243
1982,03,-0182
1982,06,-0180
1982,09,-0215
1982,12,-0192
1982,15,-0174
1982,18,-0111
1982,21,-0053
1983,00,-0100
1983,03,-0141
1983,06,-0141
1983,09,-0132
1983,12,-0097
1983,15,-0086
1983,18,-0096
1983,21,-0097
1984,00,-0209
1984,03,-0237
1984,06,-0203
1984,09,-0177
1984,12,-0181
1984,15,-0170
1984,18,-0164
1984,21,-0145
1985,00,-0179
1985,03,-0161
1985,06,-0151
1985,07,-0140
1985,08,-0140
1985,09,-0131
1985,10,-0130
1985,11,-0100
1985,12,-0100
1985,15,-0082
1985,18,-0070
1985,21,-0056
1986,00,-0064
1986,02,-0070
1986,03,-0082
1986,04,-0100
1986,05,-0140
1986,06,-0121
1986,07,-0100
1986,08,-0090
1986,09,-0102
1986,10,-0090
1986,11,-0100
1986,12,-0103
1986,13,-0090
1986,14,-0090
1986,15,-0091
1986,16,-0090
1986,17,-0080
1986,18,-0077
1986,19,-0070
1986,20,-0080
1986,21,-0074
1986,23,-0090
1987,00,-0258
1987,03,-0263
1987,06,-0259
1987,07,-0280
1987,08,-0260
1987,09,-0249
1987,10,-0250
1987,11,-0250
1987,12,-0244
1987,13,-0240
1987,14,-0260
1987,15,-0255
1987,17,-0270
1987,18,-0236
1987,21,-0255
1987,22,-0270
1988,00,-0209
1988,03,-0175
1988,06,-0083
1988,07,-0110
1988,08,-0080
1988,09,-0072
1988,10,-0060
1988,11,-0060
1988,12,-0057
1988,13,-0060
1988,15,-0056
1988,18,-0049
1988,21,-0060
1989,00,-0198
1989,03,-0192
1989,06,-0186
1989,07,-0190
1989,08,-0180
1989,09,-0176
1989,10,-0160
1989,11,-0170
1989,12,-0170
1989,13,-0170
1989,14,-0170
1989,15,-0155
1989,16,-0150
1989,17,-0150
1989,18,-0147
1989,20,-0140
1989,21,-0133
1990,03,-0106
1990,06,-0110
1990,07,-0110
1990,08,-0120
1990,09,-0115
1990,10,-0110
1990,11,-0110
1990,12,-0099
1990,13,-0120
1990,14,-0120
1990,15,-0120
1990,18,-0133
1990,21,-0118
1991,00,-0138
1991,03,-0131
1991,06,-0108
1991,07,-0110
1991,08,-0110
1991,09,-0099
1991,10,-0090
1991,11,-0100
1991,12,-0085
1991,13,-0070
1991,14,-0070
1991,15,-0077
1991,18,-0068
1991,21,-0063
1992,00,-0054
1992,03,-0063
1992,06,-0069
1992,07,-0070
1992,08,-0070
1992,09,-0072
1992,10,-0080
1992,11,-0070
1992,12,-0078
1992,13,-0090
1992,14,-0090
1992,15,-0090
1992,16,-0090
1992,17,-0090
1992,18,-0090
1992,19,-0090
1992,20,-0090
1992,21,-0087
1993,00,-0091
1993,03,-0100
1993,04,-0090
1993,05,-0090
1993,06,-0083
1993,07,-0070
1993,08,-0060
1993,09,-0056
1993,10,-0050
1993,11,-0070
1993,12,-0063
1993,13,-0060
1993,14,-0070
1993,15,-0071
1993,16,-0090
1993,17,-0100
1993,18,-0085
1993,19,-0090
1993,20,-0100
1993,21,-0110
1993,22,-0120
1994,00,-0068
1994,03,-0072
1994,05,-0070
1994,06,-0074
1994,07,-0070
1994,08,-0070
1994,09,-0068
1994,11,-0070
1994,12,-0064
1994,13,-0070
1994,14,-0080
1994,15,-0079
1994,18,-0059
1994,21,-0053
1995,00,-0260
1995,01,-0250
1995,02,-0270
1995,03,-0253
1995,04,-0280
1995,05,-0260
1995,06,-0272
1995,07,-0250
1995,09,-0251
1995,10,-0240
1995,11,-0240
1995,12,-0239
1995,13,-0250
1995,14,-0250
1995,15,-0246
1995,16,-0260
1995,17,-0260
1995,18,-0252
1995,19,-0250
1995,21,-0254
1995,23,-0270
1996,00,-0054
1996,02,-0060
1996,03,-0068
1996,04,-0060
1996,05,-0070
1996,06,-0065
1996,07,-0070
1996,08,-0070
1996,09,-0083
1996,12,-0083
1996,13,-0080
1996,14,-0090
1996,15,-0079
1996,16,-0080
1996,18,-0093
1996,19,-0090
1996,20,-0100
1996,21,-0100
1996,22,-0110
1996,23,-0110
1997,00,-0211
1997,01,-0210
1997,03,-0221
1997,04,-0230
1997,05,-0190
1997,06,-0197
1997,08,-0200
1997,09,-0172
1997,10,-0200
1997,11,-0180
1997,12,-0191
1997,13,-0200
1997,14,-0180
1997,15,-0183
1997,16,-0180
1997,17,-0180
1997,18,-0188
1997,19,-0200
1997,20,-0200
1997,21,-0204
1997,22,-0190
1997,23,-0200
1998,00,-0033
1998,03,-0034
1998,04,-0040
1998,05,-0050
1998,06,-0055
1998,08,-0040
1998,09,-0032
1998,10,-0030
1998,12,-0029
1998,13,-0030
1998,14,-0040
1998,15,-0041
1998,16,-0040
1998,18,-0050
1998,19,-0050
1998,20,-0060
1998,21,-0070
1998,22,-0070
1998,23,-0080
1999,00,-0064
1999,01,-0070
1999,02,-0060
1999,03,-0066
1999,04,-0060
1999,05,-0070
1999,06,-0062
1999,07,-0060
1999,08,-0060
1999,09,-0061
1999,10,-0060
1999,11,-0060
1999,12,-0061
1999,13,-0070
1999,14,-0070
1999,15,-0075
1999,18,-0080
1999,21,-0081
1999,22,-0080
1999,23,-0080
2000,00,-0046
2000,01,-0040
2000,02,-0030
2000,03,-0020
2000,04,-0020
2000,05,-0010
2000,06,-0011
2000,07,+0000
2000,08,+0010
2000,09,+0016
2000,10,-0010
2000,12,-0014
2000,13,-0030
2000,14,-0040
2000,15,-0048
2000,17,-0050
2000,18,-0071
2000,19,-0070
2000,20,-0070
2000,21,-0049
2000,22,-0040
2000,23,-0050
2001,00,-0200
2001,01,-0190
2001,02,-0210
2001,03,-0200
2001,04,-0210
2001,05,-0210
2001,06,-0195
2001,07,-0170
2001,08,-0200
2001,09,-0195
2001,10,-0190
2001,11,-0180
2001,12,-0198
2001,13,-0210
2001,14,-0200
2001,15,-0188
2001,16,-0210
2001,17,-0210
2001,18,-0206
2001,19,-0210
2001,20,-0210
2001,21,-0196
2001,22,-0250
2001,23,-0220
2002,00,-0272
2002,01,-0280
2002,02,-0280
2002,03,-0276
2002,04,-0280
2002,05,-0270
2002,06,-0279
2002,07,-0280
2002,08,-0260
2002,09,-0252
2002,10,-0230
2002,11,-0220
2002,12,-0207
2002,13,-0200
2002,14,-0200
2002,15,-0209
2002,16,-0200
2002,17,-0200
2002,18,-0203
2002,19,-0200
2002,20,-0210
2002,21,-0192
2002,22,-0230
2002,23,-0200
2003,00,-0220
2003,02,-0240
2003,03,-0246
2003,04,-0230
2003,05,-0260
2003,06,-0243
2003,07,-0230
2003,08,-0230
2003,09,-0223
2003,10,-0220
2003,11,-0210
2003,12,-0204
2003,14,-0210
2003,15,-0205
2003,16,-0200
2003,17,-0210
2003,18,-0207
2003,19,-0210
2003,20,-0210
2003,21,-0218
2004,00,-0069
2004,01,-0070
2004,02,-0060
2004,03,-0059
2004,05,-0060
2004,06,-0061
2004,07,-0070
2004,08,-0070
2004,09,-0066
2004,10,-0070
2004,11,-0060
2004,12,-0054
2004,13,-0060
2004,14,-0050
2004,15,-0053
2004,17,-0050
2004,18,-0042
2004,19,-0040
2004,20,-0040
2004,21,-0034
2004,22,-0030
2005,00,-0194
2005,01,-0186
2005,02,-0182
2005,03,-0182
2005,04,-0178
2005,05,-0174
2005,06,-0169
2005,07,-0173
2005,08,-0171
2005,09,-0166
2005,10,-0156
2005,11,-0151
2005,12,-0151
2005,13,-0154
2005,14,-0156
2005,15,-0158
2005,16,-0083
2005,17,-0153
2005,18,-0143
2005,19,-0100
2005,20,-0132
2005,21,-0131
2005,22,-0149
2005,23,-0129
2006,00,-0189
2006,01,-0182
2006,02,-0176
2006,03,-0176
2006,04,-0178
2006,05,-0184
2006,06,-0187
2006,07,-0186
2006,08,-0184
2006,09,-0186
2006,10,-0184
2006,11,-0182
