year,hour,temp
1948,00,+0096
1948,01,+0063
1948,02,+0052
1948,03,+0046
1948,04,+0035
1948,05,+0035
1948,06,+0035
1948,07,+0030
1948,08,+0019
1948,09,+0008
1948,10,+0002
1948,11,+0002
1948,12,+0002
1948,13,-0004
1948,14,-0004
1948,15,+0008
1948,16,+0013
1952,00,+0063
1952,01,+0046
1952,02,+0035
1952,03,+0024
1952,04,+0019
1952,05,+0008
1952,06,+0008
1952,07,+0002
1952,08,-0004
1952,09,-0009
1952,10,-0009
1952,11,-0015
1952,12,-0015
1952,13,-0020
1952,14,-0009
1952,15,+0002
1952,16,+0024
1952,17,+0041
1952,18,+0030
1952,19,+0035
1952,20,+0035
1952,21,+0041
1952,22,+0035
1952,23,+0030
1956,00,-0050
1956,01,-0056
1956,02,-0061
1956,03,-0067
1956,04,-0072
1956,05,-0061
1956,06,-0050
1956,07,-0056
1956,08,-0067
1956,09,-0072
1956,10,-0078
1956,11,-0089
1956,12,-0089
1956,13,-0072
1956,14,-0061
1956,15,-0044
1956,16,-0039
1956,17,-0033
1956,18,-0022
1956,19,-0017
1956,20,-0006
1956,21,+0000
1956,22,-0006
1956,23,-0011
1960,00,-0011
1960,01,-0017
1960,02,-0028
1960,03,-0033
1960,04,-0039
1960,05,-0039
1960,06,-0039
1960,07,-0039
1960,08,-0044
1960,09,-0056
1960,10,-0061
1960,11,-0061
1960,12,-0061
1960,13,-0061
1960,14,-0050
1960,15,-0044
1960,16,-0039
1960,17,-0033
1960,18,-0033
1960,19,-0033
1960,20,-0028
1960,21,-0039
1960,22,-0044
1960,23,-0056
1964,00,-0028
1964,01,-0033
1964,02,-0028
1964,03,-0022
1964,04,-0017
1964,05,-0022
1964,06,-0039
1964,07,-0039
1964,08,-0033
1964,09,-0056
1964,10,-0056
1964,11,-0050
1964,12,-0067
1964,13,-0067
1964,14,-0044
1964,15,-0028
1964,16,-0011
1964,17,+0000
1964,18,+0011
1964,19,+0017
1964,20,+0022
1964,21,+0028
1964,22,+0028
1964,23,+0017
1968,00,-0017
1968,03,-0033
1968,06,-0039
1968,09,-0039
1968,12,-0050
1968,15,-0033
1968,18,-0006
1968,21,-0011
1972,00,+0111
1972,01,+0100
1972,02,+0106
1972,03,+0100
1972,04,+0094
1972,05,+0100
1972,06,+0089
1972,07,+0083
1972,08,+0089
1972,09,+0094
1972,10,+0083
1972,11,+0078
1972,12,+0067
1972,13,+0072
1972,14,+0094
1972,15,+0100
1972,16,+0100
1972,17,+0111
1972,18,+0128
1972,19,+0133
1972,20,+0156
1972,21,+0161
1972,22,+0156
1972,23,+0144
1976,00,+0089
1976,01,+0078
1976,02,+0067
1976,03,+0056
1976,04,+0044
1976,05,+0044
1976,06,+0044
1976,07,+0039
1976,08,+0050
1976,09,+0056
1976,10,+0061
1976,11,+0067
1976,12,+0089
1976,13,+0111
1976,14,+0128
1976,15,+0156
1976,16,+0172
1976,17,+0189
1976,18,+0200
1976,19,+0200
1976,20,+0200
1976,21,+0200
1976,22,+0194
1976,23,+0178
1980,00,-0056
1980,01,-0067
1980,02,-0072
